id,field,old,new,confidence
970,publisher,Rajkamal,Rajkamal Prakashan,high
971,title,Sharat Samagra -5 Khand,Sharat Samagra (5 Khand),medium
971,author,"Mukharjee, vishwanath",Sharatchandra Chattopadhyay (Tr. Vishwanath Mukherjee),medium
973,author,"Mohan, rakesh",Mohan Rakesh,high
973,publisher,Rajpal And Sons,Rajpal & Sons,high
977,author,"Ram, vibhuti Narayan (editor)",Vibhuti Narayan Rai,high
978,title,Ret Ki Machli,Ret Ki Machhli,medium
978,author,"Bharti, kanta",Kanta Bharti,medium
978,publisher,Lokbharti,Lokbharti Prakashan,medium
979,title,Premchand Ki Sharvoshreth Kahaniyaan,Premchand Ki Sarvashreshth Kahaniyan,high
979,author,Premchandra,Premchand,high
980,title,Vishlabhdha,Vipralabdha,high
980,author,Sivani,Shivani,high
980,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
983,title,Meri Priy Kahaniya,Meri Priya Kahaniyan,medium
983,author,"Sharma, yaadvendra",Yadvendra Sharma 'Chandra',medium
983,publisher,Rajpal And Sons,Rajpal & Sons,medium
984,title,Hanumaan Gaatha,Hanuman Gatha,medium
984,author,Gupt Harihar Prasad,Harihar Prasad Gupta,medium
984,publisher,Bhasha Sahitya Sansthan Allahabad,"Bhasha Sahitya Sansthan, Allahabad",medium
985,title,Chittod Durga Ka Vijay Stambh,Chittor Durg Ka Vijay Stambh,medium
985,author,"Mishra, pratap Narayan",Pratap Narayan Mishra,medium
986,author,Singhal Madangopal,Madan Gopal Singhal,medium
986,publisher,Gopal Prakashan Meerut,"Gopal Prakashan, Meerut",medium
987,title,Vishwa Prasidh Kahaniyaan Bhaag-4,Vishwa Prasiddh Kahaniyan Bhag 4,medium
987,author,Suresh Kant Sampadak,Suresh Kant (ed.),medium
987,publisher,Granth Academy New Delhi,"Granth Academy, New Delhi",medium
988,title,Bado Ke Jeevan Se Shiksha,Badon Ke Jeevan Se Shiksha,medium
988,author,Geeta Press,Gita Press,medium
988,publisher,Geeta Press,"Gita Press, Gorakhpur",medium
989,title,Meena-murgiyoon Ki Ginti,Meena: Murgiyon Ki Ginti,high
989,author,Unisef,UNICEF,high
990,title,Baal Bagiya Mashik Patrika June 2001,"Baal Bagiya Masik Patrika, June 2001",medium
990,author,Khare Sandeep Sampadak,Sandeep Khare (ed.),medium
991,author,Dreamland Publication,Dreamland Publications,medium
991,publisher,Dreamland Publication,Dreamland Publications,medium
992,title,Subhaschandra Bose,Subhash Chandra Bose,high
992,publisher,Diamond Comics Delhi,"Diamond Comics, Delhi",high
993,title,Kalyaan August 2000 Ank,Kalyan (August 2000 Issue),high
993,author,Geeta Press,Gita Press,high
993,publisher,Geeta Press Gorakhpur,"Gita Press, Gorakhpur",high
994,title,Pili Chonchwali Chidiya Ke Naam,Peeli Chonchwali Chidiya Ke Naam,medium
994,author,Upendranat Ashak,Upendranath Ashk,medium
994,publisher,Nilaabh Prakashan Allahabad,"Neelabh Prakashan, Allahabad",medium
995,publisher,Vaani Prakashan Delhi,"Vani Prakashan, Delhi",high
996,title,Luca,Luka Jhanki,medium
996,author,"Shah, darpan",Darpan Sah,medium
996,publisher,Hind Yugn Delhi,"Hind Yugm, Delhi",medium
997,title,Mera Kya Gajal Sangrah,Mera Kya (Ghazal Sangrah),high
997,author,"Barelvy, wasim",Waseem Barelvi,high
997,publisher,Parampara Books Delhi,"Parampara Books, Delhi",high
999,author,Tandon Puranchand (sampadak),Puranchand Tandon (ed.),medium
999,publisher,Puneet Interprises Delhi,"Puneet Enterprises, Delhi",medium
1002,author,"Pandey, shyamnarayan",Shyam Narayan Pandey,high
1002,publisher,Nand Kishor And Sons Varanasi,"Nand Kishore & Sons, Varanasi",high
1003,title,Kavitawali Satik,Kavitavali (Satik),high
1003,author,"Sharma, rajesh",Tulsidas (comm. Rajesh Sharma),high
1003,publisher,Ashok Prakashan Delhi,"Ashok Prakashan, Delhi",high
1004,title,Saaye Mein Dhoop,Saye Mein Dhoop,high
1004,publisher,Radhakrishna Prakashan Delhi,"Radhakrishna Prakashan, Delhi",high
1005,title,Vidhya Pati Ki Padawali,Vidyapati Ki Padavali,high
1005,author,"Tripathi, ramfer Avom Rakesh",Vidyapati,high
1005,publisher,Prakashan Kendralucknow,"Prakashan Kendra, Lucknow",high
1006,author,"Vanprasthi, prannath",Prannath Vanprasthi,medium
1006,publisher,Shiksha Bharti Delhi,"Shiksha Bharati, Delhi",medium
1007,author,"Patel, kamlesh.d",Kamlesh D. Patel,medium
1008,title,Swami Vivekanand Ki Pawan Smrityaan,Swami Vivekanand Ki Pavan Smritiyan,high
1008,author,Swami Videhatmanand (sampadak),Swami Videhatmananda (ed.),high
1008,publisher,Adhitya Ashram Kalkatta,"Advaita Ashrama, Kolkata",high
1009,title,Harishanker Persai-pratinidhi Vyang,Harishankar Parsai: Pratinidhi Vyangya,high
1009,author,Rajkamal Prakashan,Harishankar Parsai,high
1009,publisher,Rajakamal Prakashan Delhi,"Rajkamal Prakashan, Delhi",high
1010,author,"Singh, kalicharan (sampadak)",Kalicharan Singh (ed.),medium
1010,publisher,Nidhi Prakashan Delhi,"Nidhi Prakashan, Delhi",medium
1011,title,Faizabad Sanskritik Gaze Tier,Faizabad Sanskritik Gazetteer,medium
1011,publisher,Vaani Prakashan Delhi,"Vani Prakashan, Delhi",medium
1012,author,Abdul Haleem,Abdul Halim Sharar,high
1012,publisher,National Book Trust Delhi,"National Book Trust, Delhi",high
1013,title,Bana Rahe Banarus,Bana Rahe Banaras,high
1013,author,"Mukherjee, vishwanath",Vishwanath Mukherjee,high
1013,publisher,Vishwavidhyala Prakashan Varanasi,"Vishwavidyalaya Prakashan, Varanasi",high
1014,title,Addhytmik Chikitsa Avom Samagrh Upchaar Paddati,Adhyatmik Chikitsa: Ek Samagra Upchar Paddhati,high
1014,author,"Pandeya, pranav",Pranav Pandya,high
1014,publisher,Vedmata Gaytri Trust Haridwar,"Vedmata Gayatri Trust, Haridwar",high
1015,author,Vihnesh Kumar,Vighnesh Kumar,medium
1016,author,"Praveen, yogesh",Yogesh Praveen,high
1017,author,"Shrivastav, girish Chandra",Girish Chandra Shrivastav,medium
1017,publisher,"Nishkarsh, sultanpur","Nishkarsh, Sultanpur",medium
1018,title,Ayodhya-ek Sanskritik Virasat-sakshi Shodh Patrika,Ayodhya: Ek Sanskritik Virasat (Sakshi Shodh Patrika),medium
1018,publisher,"Ayodhya Shodh Sansthan, faizabad","Ayodhya Shodh Sansthan, Faizabad",medium
1019,title,Swatantra Sangram-1857,Swatantrata Sangram 1857,medium
1019,author,"Chaturvedi, avadesh",Avadhesh Chaturvedi,medium
1019,language,English,Hindi,medium
1020,title,Kadambani July 2005,Kadambini (July 2005 Issue),high
1020,author,"Kadambni, hindustan Media",Hindustan Times Media,high
1020,publisher,Kadambani,Kadambini,high
1021,title,Meghdootam-kalidaas,Meghadutam,high
1021,author,"Sharma, sheshraj",Kalidasa (comm. Sheshraj Sharma),high
1021,language,Hindi,Sanskrit,high
1022,title,Bhrithari Tray Shatak,Bhartrihari Tray Shatak,high
1022,author,Randhir Prakashan,Bhartrihari,high
1022,publisher,Randhir Prakshan,Randhir Prakashan,high
1023,title,Utter Pradesh,Uttar Pradesh,medium
1023,author,"Singh, yashpal",Yashpal Singh,medium
1024,title,Jaishanker Prasad Ki Shreth Kahaniya,Jaishankar Prasad Ki Shreshth Kahaniyan,high
1024,author,Suresh Salil,Jaishankar Prasad (ed. Suresh Salil),high
1024,publisher,Rajpal Prakashan Delhi,"Rajpal & Sons, Delhi",high
1026,title,Theesri Sarkar,Teesri Sarkar,medium
1026,author,Chandrashekhar,Chandrashekhar Pran,medium
1026,publisher,Panch Permeshwer Prakashan Allahabad,"Panch Parmeshwar Prakashan, Allahabad",medium
1027,author,Fadishwernath Renu,Phanishwar Nath Renu,high
1027,publisher,Rajkamal,Rajkamal Prakashan,high
1028,title,Shree Ramkrishna Vachanamrat,Shri Ramakrishna Vachanamrit,high
1028,author,Swami Mutreneshanad,Mahendranath Gupta ('M'),high
1028,publisher,Ramkrishna Math Nagpur,"Ramakrishna Math, Nagpur",high
1029,title,Prashasnik Karya Vidhiyo Aur Seva Avom Vitt Niyamawaliyo Ka Sugam Sangrah,Prashasanik Karya Vidhiyon Aur Seva Evam Vitt Niyamavaliyon Ka Sugam Sangrah,medium
1029,author,"Gupta, surajprakash",Suraj Prakash Gupta,medium
1029,publisher,Hindi Publishing Company Allahabad,"Hindi Publishing Company, Allahabad",medium
1030,title,Rajkiye Seva Sambandhi Adesho Ka Sankalan Pratham Khand-1982,"Rajkiya Seva Sambandhi Adeshon Ka Sankalan, Pratham Khand (1982)",medium
1030,author,U.p.shashan,Uttar Pradesh Shasan,medium
1030,publisher,U.p.shahshan,Uttar Pradesh Shasan,medium
1031,title,Great-expectations-charls Dickens,Great Expectations (Charles Dickens),medium
1031,publisher,Rama Brothersdelhi,"Rama Brothers, Delhi",medium
1032,author,Kishore B.R,B.R. Kishore,high
1033,title,The Ine Night Affair And Other Stories,The One Night Affair and Other Stories,high
1033,author,"Chauhan, madhulika",Madhulika Ra Chauhan,high
1034,title,Edwina And Nehru 4 Novel,Edwina and Nehru: A Novel,high
1034,author,Clemont Catherine,Catherine Clément,high
1035,title,Perfect Your Santences,Perfect Your Sentences,medium
1035,author,Harward Peter,Peter Harward,medium
1035,publisher,Orint Longman,Orient Longman,medium
1036,title,Exercises In Spoken English Part-2,"Exercises in Spoken English, Part 2",high
1037,title,Male And Female Sexuality,Male and Female Sexuality,medium
1037,author,"Weininger, otto",Otto Weininger,medium
1037,publisher,Medical Books Calcutta,"Medical Books, Calcutta",medium
1038,title,The Society World Of Vastu,The Secret World of Vaasthu,high
1038,author,"Tripathi Reddy, gauri",Gouru Tirupati Reddy,high
1038,publisher,Prajahita Publisher Proddatur,"Prajahita Publishers, Proddatur",high
1039,title,Uncivil Wars Pathology Of Terroism In Idnia,Uncivil Wars: Pathology of Terrorism in India,high
1039,author,Marwah Ved,Ved Marwah,high
1039,publisher,Harper Collins India,HarperCollins India,high
1040,author,Keay John,John Keay,high
1040,publisher,Harper Collins India,HarperCollins India,high
1041,author,"Bose, jhoomur",Jhoomur Bose,medium
1042,title,Success With Words,Success with Words,high
1042,author,Reader Digest,Reader's Digest,high
1042,publisher,Reader Digest Canada,Reader's Digest,high
1042,language,Hindi,English,high
1043,title,History Of The Freedom Movement In India,History of the Freedom Movement in India,high
1043,publisher,Govt.india Pub.division New Delhi,"Publications Division, Government of India",high
1044,title,Indira Gandhi And Her Power Game,Indira Gandhi and Her Power Game,high
1044,author,Thakur Janaradan,Janardan Thakur,high
1044,publisher,Vikas Pub.house,Vikas Publishing House,high
1045,title,The Silneer Box: John Goswami,The Silver Box (John Galsworthy),medium
1045,author,Jain.b.b,B.B. Jain,medium
1045,publisher,Laxmi Narayan Agarwal Agra,"Lakshmi Narain Agarwal, Agra",medium
1046,title,A Memories : Abundant Living Rest Less Striving,"Abundant Living, Restless Striving: A Memoir",high
1046,author,"Gadrej, sohrab P.",Sohrab P. Godrej,high
1046,publisher,Vikas Pub.house,Vikas Publishing House,high
1046,language,Hindi,English,high
1047,title,History : Quiz Book,History Quiz Book,medium
1047,author,Karir Sonjai,Sanjay Karir,medium
1047,publisher,Pustak Mahal Delhi,"Pustak Mahal, Delhi",medium
1047,language,Hindi,English,medium
1048,title,A Matter Of Honour,A Matter of Honour,high
1048,author,Philip Masin,Philip Mason,high
1048,publisher,Natraj Pubs Delhi,Natraj Publishers,high
1049,author,Nayar Kuldeep,Kuldip Nayar,high
1049,publisher,Vikas Pub.house,Vikas Publishing House,high
1050,title,The Grapes Of Worth,The Grapes of Wrath,high
1050,author,"Steinbeck , John",John Steinbeck,high
1050,publisher,Heineman Londan,"Heinemann, London",high
1051,author,Bhaumik Mani,Mani Bhaumik,high
1052,title,A Secular Agenda For Saving Our Country,A Secular Agenda,high
1052,author,"Shourice , Arun",Arun Shourie,high
1052,publisher,Harper Collins India,HarperCollins India,high
1053,title,I Am Ok - You Are Ok,I'm OK — You're OK,high
1053,author,Harris Thomas A,Thomas A. Harris,high
1053,publisher,Jonathan Cape Ltd,Jonathan Cape,high
1054,author,"Giuliani, rudolph W",Rudolph W. Giuliani,high
1054,publisher,Hyperion New York,"Hyperion, New York",high
1054,language,Hindi,English,high
1055,title,Kashmir - A Mirage,Kashmir: A Mirage,medium
1055,author,"Bhim Singh, banyal S.S. ED.",Bhim Singh (ed. S.S. Banyal),medium
1055,publisher,Har-anand Pub.new Delhi,"Har-Anand Publications, New Delhi",medium
1055,language,Hindi,English,medium
1056,title,The Magic Snow-bird And Other Stories,The Magic Snow-Bird and Other Stories,high
1056,author,"Blyton, enid",Enid Blyton,high
1056,publisher,Awadh Pub.londan,"Award Publications, London",high
1057,title,Hill Of The Tulips,Hill of Tulips,high
1057,author,Makhmudor Latif,Latif Makhmudov,high
1057,publisher,Radiga Pub Mascov,"Raduga Publishers, Moscow",high
1058,title,The Rocking Down Mystry And The Rilloby Fair Mysty,The Rockingdown Mystery and The Rilloby Fair Mystery,high
1058,author,"Blyton, enid",Enid Blyton,high
1058,publisher,Armada Warper Collins,Armada / HarperCollins,high
1059,title,Five Have A Wonderful Time,Five Have a Wonderful Time,high
1059,author,"Blyton, enid",Enid Blyton,high
1059,publisher,Hoddar R. Stoughtan G.britain,Hodder & Stoughton,high
1059,language,Hindi,English,high
1060,title,Three Cheers Secret Seven,"Three Cheers, Secret Seven",high
1060,author,"Blyton, enid",Enid Blyton,high
1060,publisher,Hoddar R. Stoughtan G.britain,Hodder & Stoughton,high
1061,title,The Mountain Of Adventure,The Mountain of Adventure,high
1061,author,"Blyton, enid",Enid Blyton,high
1061,publisher,Mcmillan,Macmillan,high
1062,title,Up The Faraway Tree,Up the Faraway Tree,high
1062,author,"Blyton, enid",Enid Blyton,high
1062,publisher,Red Fox Londan,"Red Fox, London",high
1063,title,The Rilloby Fair-mystry,The Rilloby Fair Mystery,high
1063,author,"Blyton, enid",Enid Blyton,high
1063,publisher,Armada Warper Collins,Armada / HarperCollins,high
1064,title,The Secret Island The Secret Mountain,The Secret Island and The Secret Mountain,high
1064,author,"Blyton, enid",Enid Blyton,high
1064,publisher,Armada Warper Collins,Armada / HarperCollins,high
1065,title,The Enchanled Wood,The Enchanted Wood,high
1065,author,"Blyton, enid",Enid Blyton,high
1065,publisher,Mommoth Londan,"Mammoth, London",high
1067,title,Nancy Drew : 3 Murder On Ice,Nancy Drew Files #3: Murder on Ice,high
1067,author,"Keene, carolyn",Carolyn Keene,high
1067,publisher,Pocket Books New York,"Pocket Books, New York",high
1068,title,Nancy Drew : 91 It Looks Could Kill,Nancy Drew Files #91: If Looks Could Kill,high
1068,author,"Keene, carolyn",Carolyn Keene,high
1068,publisher,Pocket Books New York,"Pocket Books, New York",high
1069,title,The Hardy Boys: The Ghost At Skeleton Rock,The Hardy Boys: The Ghost at Skeleton Rock,high
1069,author,"Dixon, franklin W",Franklin W. Dixon,high
1069,publisher,Diamond Books Londan,"Diamond Books, London",high
1070,author,"Stevensan, r.l.",Robert Louis Stevenson,high
1070,publisher,Belter Yourself Book Bambay,"Better Yourself Books, Bombay",high
1070,language,Hindi,English,high
1071,title,One Hundred And One Dalmatians-story,One Hundred and One Dalmatians,high
1071,author,Ubs Publishers,UBS Publishers,high
1071,publisher,Ubspd,UBSPD,high
1072,title,Treasure Iceland,Treasure Island,high
1072,author,"Stevensan, r.l.",Robert Louis Stevenson,high
1072,publisher,Belter Yourself Book Bambay,"Better Yourself Books, Bombay",high
1072,language,Hindi,English,high
1073,title,Snow White And The Seven Dwarts,Snow White and the Seven Dwarfs,high
1073,publisher,Arora Books Com.delhi,"Arora Book Company, Delhi",high
1074,author,"Kipling , rudyord",Rudyard Kipling,high
1074,publisher,Wordsworth Edition,Wordsworth Editions,high
1075,title,Childrens Omnibus,The Ruskin Bond Children's Omnibus,high
1075,publisher,Rupa Publication New Delhi,"Rupa Publications, New Delhi",high
1076,title,Defeat-is An Orphan,Defeat Is an Orphan: How Pakistan Lost the Great South Asian War,high
1076,author,Macdonald Myra,Myra MacDonald,high
1077,author,"Givisham , john",John Grisham,high
1078,title,Veerappan Chasing The Brigand,Veerappan: Chasing the Brigand,high
1078,author,Vijay Kumar,K. Vijay Kumar,high
1078,publisher,Rupa And Company,Rupa Publications,high
1079,title,The Way Of The Wizard,The Way of the Wizard,high
1079,author,"Chopra , Deepak",Deepak Chopra,high
1079,publisher,Rider Londan,"Rider, London",high
1080,title,A Tales Of Two Stories,A Tale of Two Cities,high
1080,publisher,Tata Macgrow Hills New Delhi,"Tata McGraw-Hill, New Delhi",high
1081,title,"Wake Up , Bharat Enlighten The World",Wake Up Bharat! Enlighten the World!,high
1081,author,Raghunath Bhinde Nivendita,Nivedita Raghunath Bhide,high
1081,publisher,Vivekanand Kendra Prakashan Chennai,"Vivekananda Kendra Prakashan, Chennai",high
1081,language,Hindi,English,high
1082,title,Effective Management Skill,Effective Management Skills,medium
1082,publisher,Sphere Book Londan,"Sphere Books, London",medium
1083,author,Narayan R.K.,R.K. Narayan,high
1084,title,Leading Ladies Vol.1,Leading Ladies Vol. 1,high
1084,author,Menan Sudha,Sudha Menon,high
1084,publisher,Forty Two Books Mumbai,"Fortytwo Bookz Galaxy, Mumbai",high
1084,language,Hindi,English,high
1085,publisher,Hutechinsan And Co.landon,"Hutchinson & Co., London",high
1087,title,Crime : The Citizen And The Police,Crime: The Citizen and the Police,medium
1087,author,Bawa P.S.,P.S. Bawa,medium
1087,publisher,Rupa And Company,Rupa & Co.,medium
1088,title,The Mysterious Mrquin,The Mysterious Mr. Quin,high
1088,publisher,Harper Collins India,HarperCollins India,high
1089,title,A Short History Of Neerly Every Thing,A Short History of Nearly Everything,high
1089,author,Bryson Bill,Bill Bryson,high
1089,publisher,Trasworld Pub.landon,"Transworld Publishers, London",high
1090,title,Sri Krishna Lila : Life Ofbhagwan S.krishna,Sri Krishna Lila: The Life of Bhagavan Sri Krishna,high
1090,author,Vanamali Gita Yogashram,Devi Vanamali,high
1091,title,Shakespeare : The Merchant Of Venice,Shakespeare: The Merchant of Venice,high
1091,author,Tilak Raghukul,Raghukul Tilak,high
1091,language,Hindi,English,high
1092,title,An Uncertain Glory,An Uncertain Glory: India and Its Contradictions,high
1092,author,Lean Dreze And Amrtya Sen,Jean Drèze and Amartya Sen,high
1093,author,Adiga Arvind,Aravind Adiga,high
1093,publisher,Harper Collins India,HarperCollins India,high
1094,title,Shrimed Bhagwed Gita,Shrimad Bhagavad Gita,high
1094,author,Manoj Publication,Manoj Publications,high
1094,publisher,Manoj Publication Delhi,"Manoj Publications, Delhi",high
1095,title,The Funny Side Of English,The Funny Side of English,high
1095,author,Abooty O.,O. Abootty,high
1095,publisher,Pustak Mahal Delhi,"Pustak Mahal, Delhi",high
1095,language,Hindi,English,high
1096,title,A Short History Of Nearly Engineering,A Short History of Nearly Everything,high
1096,author,Brysan Bill,Bill Bryson,high
1097,title,India's Bandit Queen -phoolan Devi,India's Bandit Queen: The True Story of Phoolan Devi,high
1097,author,Malesen,Mala Sen,high
1097,publisher,Harper Collins India,HarperCollins India,high
1098,title,Vishwamitra,Vishwamitra: The Man Who Dared to Challenge the Gods,high
1098,author,Agarwal Vineet,Vineet Aggarwal,high
1099,title,To Kill Mocking Bird,To Kill a Mockingbird,high
1099,publisher,Arorow Books Landon,"Arrow Books, London",high
1100,title,Francais - Anglais- Dictonary,Larousse French-English Dictionary,high
1100,publisher,Larousse Wr Goyal New Delhi,"Larousse / W.R. Goyal, New Delhi",high
1100,language,Hindi,French/English,high
1101,title,Dr.b.r.ambedkar Man And Millennium For Social Justice,Dr. B.R. Ambedkar: Man of the Millennium for Social Justice,medium
1101,author,Dhani S.L.,S.L. Dhani,medium
1101,publisher,Kalpaz Pub.delhi,"Kalpaz Publications, Delhi",medium
1102,title,Indian Government And Politics,Indian Government and Politics,high
1102,author,Johari J.C.,J.C. Johari,high
1102,publisher,Vishal Pub. Delhi,"Vishal Publications, Delhi",high
1103,title,Indo Pak Relations,Indo-Pak Relations,high
1103,author,Bindra S.S.,S.S. Bindra,high
1103,publisher,Deep And Deep Pub.delhi,"Deep & Deep Publications, Delhi",high
1103,language,Hindi,English,high
1104,title,The Tailor Of Panama,The Tailor of Panama,high
1104,author,Carre Le,John le Carré,high
1105,title,Alone With The Devil,Alone with the Devil: Famous Cases of a Courtroom Psychiatrist,high
1105,author,Markman Ronald,Ronald Markman,high
1105,publisher,Future Books,Futura Books,high
1106,title,Robit At Rest,Rabbit at Rest,high
1106,author,Updike John,John Updike,high
1107,title,Chicken Soup For The Father Soul,Chicken Soup for the Father's Soul,high
1107,publisher,Westland Ltd.chennai,"Westland, Chennai",high
1108,title,Management : Text And Cases,Management: Text and Cases,high
1108,author,"Rao, v.s.p.",V.S.P. Rao,high
1108,publisher,Excel Books New Delhi,"Excel Books, New Delhi",high
1109,title,Rise Of The Modern West Social And Economics History,Rise of the Modern West: Social and Economic History of Early Modern Europe,high
1109,author,Phukan Meenaxi,Meenaxi Phukan,high
1109,publisher,Mcmillan India New Delhi,"Macmillan India, New Delhi",high
1110,title,The Laws Of The Spirit World,The Laws of the Spirit World,high
1110,author,Bhavnagri Khorshed,Khorshed Bhavnagri,high
1110,publisher,Jaico Pub House Delhi,"Jaico Publishing House, Delhi",high
1111,title,India China And Indochina,"India, China and Indochina",high
1111,author,Kaul T.N.,T.N. Kaul,high
1111,publisher,Allied Pubs.new Delhi,"Allied Publishers, New Delhi",high
1112,title,Mediaeval India Under Mohammdan Rules Ad.712 -1764 Vol.1,"Mediaeval India Under Mohammedan Rule (A.D. 712-1764), Vol. 1",high
1112,author,Lane Poole Stanley,Stanley Lane-Poole,high
1112,publisher,Susil Gupta India Culcatta,"Susil Gupta, Calcutta",high
1112,language,Hindi,English,high
1113,title,Lectures On Criminal Procedure,Lectures on Criminal Procedure,high
1113,author,"Kelkar, r.v.",R.V. Kelkar,high
1113,language,Hindi,English,high
1114,title,Jurisprudence And Legal Theory,Jurisprudence and Legal Theory,high
1114,author,"Paranjape, n.v.",N.V. Paranjape,high
1115,title,Transfer Of Property Act,The Transfer of Property Act,high
1115,author,"Sinha, r.k.",R.K. Sinha,high
1116,title,"Moot Court, pre Trial Preparations And Participation In Trial Proceedings","Moot Court, Pre-Trial Preparations and Participation in Trial Proceedings",high
1116,author,"Rai, kailash",Kailash Rai,high
1117,title,The New Oil States,The New Oil Stakes,high
1117,author,"Chevalier, jean Marie",Jean-Marie Chevalier,high
1117,publisher,Allen Lane Penguin Books,Allen Lane / Penguin Books,high
1118,author,"Palit, d.k. (maj. Gen)",D.K. Palit,high
1118,publisher,Vikas Pub.house,Vikas Publishing House,high
1118,language,Hindi,English,high
1119,author,"Brown, dan",Dan Brown,high
1119,publisher,Bantam Press Landon,"Bantam Press, London",high
1120,title,Sons Of Sita,Sons of Sita,high
1120,author,"Banker, ashok K.",Ashok K. Banker,high
1120,publisher,Wisdom Tree New Delhi,"Wisdom Tree, New Delhi",high
1121,title,Harry Potter & The Dealthy Hallows,Harry Potter and the Deathly Hallows,high
1121,author,Rowling J.K,J.K. Rowling,high
1121,publisher,Bloomsbury Books,Bloomsbury,high
1122,title,The Potrait Of A Lady,The Portrait of a Lady,high
1122,author,"James, henry",Henry James,high
1123,title,Fragmentation From Memory: True Story Of Love & Sacrifice,Fragments from Memory: A True Story of Love and Sacrifice,high
1123,author,"Nagamootoo, Moses",Moses V. Nagamootoo,high
1124,title,Freedoms Of Daughters: Letters Between Indira Gandhi & Jawahar Lal Nehru,Freedom's Daughter: Letters Between Indira Gandhi and Jawaharlal Nehru,high
1124,author,Sonia Gandhi(ed),Sonia Gandhi (ed.),high
1124,publisher,Cbs Pubs Delhi,"CBS Publishers, Delhi",high
1125,title,A Stone Of Danny Fisher,A Stone for Danny Fisher,high
1125,author,"Robbins, harold",Harold Robbins,high
1125,publisher,Rober Hale Ltd.landon,"Robert Hale Ltd., London",high
1126,title,Who Will Cry When You Die,Who Will Cry When You Die?,high
1126,author,"Sharma, robin",Robin Sharma,high
1126,publisher,Jaico Pubs Bombay,"Jaico Publishing House, Bombay",high
1127,title,Desivee,Désirée,high
1127,author,"Selinko, annemarie",Annemarie Selinko,high
1127,publisher,William Heinemann Great Britain,William Heinemann,high
1127,language,Hindi,English,high
1128,title,The World Greatest Short Stories,The World's Greatest Short Stories,medium
1128,publisher,Lexicon Book New Delhi,"Lexicon Books, New Delhi",medium
1130,title,First Book Of Chess,First Book of Chess,high
1130,author,Horowartz,I.A. Horowitz,high
1130,publisher,Faber And Faber Landon,"Faber and Faber, London",high
1131,title,Ashoka,Ashoka: The Search for India's Lost Emperor,high
1131,author,Allen Charles,Charles Allen,high
1131,publisher,Little Brown Great Britain,"Little, Brown",high
1131,language,Hindi,English,high
1132,title,The Boot Legger,The Bootlegger,high
1132,author,Cussler Clive,Clive Cussler,high
1133,author,Cussler Clive,Clive Cussler,high
1134,author,Cussler Clive,Clive Cussler,high
1134,publisher,Michal Joshph Penguin Books,Michael Joseph (Penguin Books),high
1135,author,Cussler Clive,Clive Cussler,high
1135,publisher,Michal Joshph Penguin Books,Michael Joseph (Penguin Books),high
1136,author,Cussler Clive,Clive Cussler,high
1137,author,Cussler Clive,Clive Cussler,high
1138,author,Cussler Clive,Clive Cussler,high
1138,publisher,Pocket Books New York,"Pocket Books, New York",high
1139,author,"Forsyth , Frederick",Frederick Forsyth,high
1139,language,Hindi,English,high
1140,author,Moravia Alberto,Alberto Moravia,high
1141,title,Rages Of Angels,Rage of Angels,high
1141,author,Shelden Sidney,Sidney Sheldon,high
1141,publisher,Warner Books Usa,Warner Books,high
1142,title,The Art Of Happiness,The Art of Happiness,high
1142,author,Dalailama H.H,Dalai Lama,high
1143,author,Ceolho Paulo,Paulo Coelho,high
1143,publisher,Harper Collins India,HarperCollins India,high
1144,title,Inheritance Or Value Of Souls,Inheritance,high
1144,author,Paolini Chistopher,Christopher Paolini,high
1144,publisher,Doubledoy Co.usa,Doubleday,high
1146,title,Women In Love,Women in Love,high
1146,author,"Lawrence , D.H",D.H. Lawrence,high
1147,title,The Seven Spiritual Laws Of Success,The Seven Spiritual Laws of Success,high
1147,author,Chopra Deepak,Deepak Chopra,high
1148,title,The Lovely Lady,The Lonely Lady,high
1148,author,"Robbins, harold",Harold Robbins,high
1148,publisher,Siman And Schuster,Simon and Schuster,high
1149,title,Marlay & Me,Marley & Me,high
1149,author,Grogen John,John Grogan,high
1149,publisher,Harper Collins India,HarperCollins India,high
1150,title,The Girl Who Dragon Tattoo,The Girl with the Dragon Tattoo,high
1150,author,Larsson Stieg,Stieg Larsson,high
1150,publisher,Maclehose Press Londan,"MacLehose Press, London",high
1151,author,Mcdermott Andy,Andy McDermott,high
1151,publisher,Headline Pubs,Headline,high
1152,title,The Cutt Of Osiris,The Cult of Osiris,high
1152,author,Mcdermott Andy,Andy McDermott,high
1152,publisher,Headline Pubs,Headline,high
1153,title,Scruptes,Scruples,high
1153,author,Krantz Judith,Judith Krantz,high
1154,author,Uris Leon,Leon Uris,high
1155,author,"Forsyth , Frederick",Frederick Forsyth,high
1156,author,Stevenson D.E,D.E. Stevenson,high
1157,title,The Hammer Of Eden,The Hammer of Eden,high
1157,author,Follett Ken,Ken Follett,high
1157,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
1158,title,Red Strom Rising,Red Storm Rising,high
1158,author,Claney Tom,Tom Clancy,high
1158,publisher,Harper Collins India,HarperCollins India,high
1159,author,Shelden Sidney,Sidney Sheldon,high
1159,publisher,Harper Collins India,HarperCollins India,high
1160,title,The Eye Of Neadle,Eye of the Needle,high
1160,author,Follett Ken,Ken Follett,high
